,Age,City,Current Status,Do you own multiple profiles on Instagram?,Gender,Highest Education,Location (City Airport Code),Phone OS,State,Zone,Latitude,Longitude,Total Facebook Usage,Total Instagram Usage,Total Social Media Usage,Total Week Usage,Total Weekend Usage,Total WhatsApp Usage,Followers,No of posts on Insta,Facebook Time Spent(Last Week),Instagram Time Spent(Last Week),WhatsApp Time Spent(Last Week),WhatsApp Time Spent(Last Weekend),Instagram Time Spent(Last Weekend),Facebook Time Spent(Last Weekend)
829,24,Bhubaneshwar,Student,No,Male,Post graduation,BBI,iOs,Odisha,Eastern,20.272411,85.833853,77,929,0,0,645,851,566,207,50,637,525,326,292,27
830,37,Delhi,Working professional,No,Male,Post graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,39,512,0,859,995,0,672,87,12,222,625,678,290,27
832,25,Mumbai,Working professional,Yes,Male,Post graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,81,148,0,684,359,814,753,453,54,116,514,300,32,27
833,25,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,61,0,0,0,631,515,139,87,35,664,369,146,459,26
834,16,Delhi,Student,Yes,Female,High School,DEL,Android,Delhi,Northern,28.651952,77.231495,457,583,0,0,845,918,587,15,431,236,446,472,347,26
835,21,Surat,Student,No,Female,Graduation,STV,Android,Gujarat,Western,21.195944,72.830232,91,880,0,0,736,0,652,121,65,590,0,420,290,26
836,23,Delhi,Sabbatical,No,Female,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,83,823,0,921,413,428,260,123,57,544,320,108,279,26
837,23,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,26,281,0,887,212,792,126,132,0,127,760,32,154,26
838,24,Mumbai,Working professional,No,Female,Post graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,156,610,0,0,218,771,86,23,130,549,640,131,61,26
839,23,Delhi,Working professional,No,Female,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,75,0,0,0,0,0,689,167,50,800,0,700,500,25
840,27,Mumbai,Working professional,Yes,Female,Post graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,207,0,0,0,505,0,933,306,182,0,0,120,360,25
841,21,Mumbai,Student,Yes,Male,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,75,0,0,0,0,0,0,65,50,0,0,0,300,25
842,24,Ahmedabad,Student,No,Male,Graduation,AMD,Android,Gujarat,Western,23.025793,72.587265,37,432,856,481,375,387,0,525,12,144,325,62,288,25
843,24,Kochi,Student,No,Female,Graduation,COK,Android,Kerala,Southern,9.947743,76.253802,85,0,0,0,370,0,345,76,60,0,890,145,200,25
844,22,Bagdogra,Student,Yes,Female,Graduation,IXB,Android,West Bengal,Eastern,26.6986,88.3117,97,864,0,0,687,0,185,85,72,673,0,471,191,25
846,22,Delhi,Working professional,No,Female,Post graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,125,649,0,0,325,0,324,24,100,524,983,175,125,25
848,48,Mumbai,Sabbatical,No,Female,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,40,55,190,120,70,95,71,2,15,45,60,35,10,25
849,45,Mumbai,Working professional,No,Male,Post graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,145,0,895,670,225,750,0,0,120,0,550,200,0,25
850,23,Ranchi,Student,No,Female,Graduation,IXR,iOs,Jharkhand,Eastern,23.347768,85.338564,136,0,0,0,624,0,0,528,112,900,854,360,240,24
851,26,Mumbai,Working professional,No,Female,Post graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,99,512,0,0,463,0,289,91,75,335,756,262,177,24
853,22,Mumbai,Working professional,No,Male,Graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,161,784,0,0,230,402,481,48,137,674,306,96,110,24
854,24,Mumbai,Student,No,Male,Post graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,48,545,0,0,306,0,534,101,24,457,0,194,88,24
855,35,Kolkata,Working professional,No,Female,Post graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,284,72,0,0,162,908,150,26,260,59,783,125,13,24
856,45,Ahmedabad,Working professional,No,Female,Post graduation,AMD,iOs,Gujarat,Western,23.025793,72.587265,52,0,303,195,108,251,0,0,28,0,167,84,0,24
857,50,Kolkata,Working professional,No,Male,Graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,122,0,310,254,56,188,0,0,98,0,156,32,0,24
858,19,Delhi,Student,No,Female,High School,DEL,iOs,Delhi,Northern,28.651952,77.231495,90,0,0,0,797,704,0,342,67,745,359,345,429,23
859,24,Ahmedabad,Sabbatical,No,Male,Graduation,AMD,Android,Gujarat,Western,23.025793,72.587265,80,0,0,0,402,595,164,8,57,897,472,123,256,23
860,34,Delhi,Sabbatical,Yes,Female,Post graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,67,566,0,713,474,554,0,710,44,349,320,234,217,23
861,29,Mumbai,Working professional,No,Female,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,43,731,0,990,721,937,0,218,20,552,418,519,179,23
862,23,Surat,Student,No,Female,Graduation,STV,iOs,Gujarat,Western,21.195944,72.830232,57,535,0,0,206,727,470,59,34,430,649,78,105,23
863,45,Mumbai,Working professional,No,Male,Post graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,107,156,698,499,199,435,276,65,84,67,348,87,89,23
864,24,Lucknow,Student,No,Male,Graduation,Lko,Android,Uttar Pradesh,Northern,26.839281,80.923133,152,364,0,946,309,739,245,68,129,286,531,208,78,23
865,23,Delhi,Student,No,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,43,372,0,0,575,0,280,25,20,300,0,480,72,23
866,20,Surat,Student,No,Female,Graduation,STV,Android,Gujarat,Western,21.195944,72.830232,83,538,0,0,301,810,360,56,60,470,600,210,68,23
867,42,Mumbai,Working professional,No,Female,Post graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,147,72,743,544,199,524,299,3,124,34,386,138,38,23
868,40,Mumbai,Working professional,No,Male,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,80,0,0,933,152,0,0,0,57,0,876,129,0,23
869,48,Indore,Working professional,No,Female,Post graduation,IDR,Android,Madhya Pradesh,Central,22.717736,75.85859,518,0,728,617,111,210,0,0,495,0,122,88,0,23
870,47,Delhi,Working professional,No,Female,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,123,0,418,340,78,295,0,0,100,0,240,55,0,23
871,22,Jaipur,Student,No,Male,Post graduation,JAI,iOs,Rajasthan,Northern,26.913312,75.787872,44,0,0,0,425,499,342,94,22,759,387,112,291,22
872,34,Bengaluru,Working professional,No,Female,Graduation,BLR,iOs,Karnataka,Southern,12.977063,77.587106,32,330,0,889,511,0,870,198,10,155,724,314,175,22
873,21,Mumbai,Student,Yes,Male,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,84,488,0,0,261,780,595,130,62,358,671,109,130,22
874,22,Delhi,Working professional,No,Female,Post graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,55,398,0,697,369,613,289,53,33,275,389,224,123,22
875,25,Delhi,Student,No,Male,Post graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,46,737,0,0,685,0,661,258,25,452,635,379,285,21
876,26,Bengaluru,Working professional,No,Male,Graduation,BLR,Android,Karnataka,Southern,12.977063,77.587106,75,665,0,0,601,0,0,99,54,475,975,390,190,21
877,18,Delhi,Student,Yes,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,57,315,542,323,219,170,425,76,36,187,100,70,128,21
878,23,Ranchi,Working professional,Yes,Male,Graduation,IXR,Android,Jharkhand,Eastern,23.347768,85.338564,78,277,852,643,209,497,0,145,57,226,360,137,51,21
879,18,Mumbai,Student,No,Female,High School,BOM,iOs,Maharashtra,Western,18.987807,72.836447,100,0,0,0,0,0,630,57,80,0,0,0,0,20
880,26,Chennai,Working professional,Yes,Female,Graduation,MAA,iOs,Tamil Nadu,Southern,13.084622,80.248357,65,0,0,0,0,0,280,5,45,0,0,295,0,20
881,25,Mumbai,Working professional,No,Female,Graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,80,0,0,0,0,0,787,172,60,300,0,0,720,20
882,18,Surat,Student,Yes,Male,High School,STV,Android,Gujarat,Western,21.195944,72.830232,120,0,0,0,0,0,600,68,100,0,0,480,600,20
883,22,Mumbai,Student,No,Female,Graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,20,0,0,0,710,390,667,183,0,750,300,90,600,20
884,38,Delhi,Sabbatical,No,Female,Post graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,50,0,0,0,0,0,300,80,30,600,0,700,400,20
885,19,Ahmedabad,Student,No,Male,High School,AMD,iOs,Gujarat,Western,23.025793,72.587265,80,0,0,0,670,670,607,47,60,0,420,250,400,20
886,21,Jaipur,Student,No,Female,Graduation,JAI,Android,Rajasthan,Northern,26.913312,75.787872,45,810,0,0,920,0,455,46,25,450,0,540,360,20
887,18,Mumbai,Student,No,Female,High School,BOM,Android,Maharashtra,Western,18.987807,72.836447,35,560,0,575,780,760,567,327,15,200,360,400,360,20
888,16,Mumbai,Student,No,Female,High School,BOM,Android,Maharashtra,Western,18.987807,72.836447,100,0,0,0,532,0,976,256,80,0,900,156,356,20
889,20,Mumbai,Student,Yes,Female,High School,BOM,Android,Maharashtra,Western,18.987807,72.836447,80,0,0,0,483,720,0,167,60,0,595,125,338,20
890,20,Delhi,Student,No,Female,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,50,510,0,920,640,0,256,123,30,250,640,360,260,20
891,21,Ahmedabad,Student,Yes,Male,Graduation,AMD,Android,Gujarat,Western,23.025793,72.587265,220,480,0,560,460,320,0,202,200,240,120,200,240,20
892,24,Bengaluru,Working professional,Yes,Female,Graduation,BLR,iOs,Karnataka,Southern,12.977063,77.587106,74,888,0,921,353,312,0,114,54,648,219,93,240,20
893,18,DehraDun,Student,No,Male,Post graduation,DED,Android,Uttarakhand,Northern,30.324427,78.033922,300,690,0,0,340,840,250,1,280,490,720,120,200,20
894,24,Bengaluru,Student,No,Male,Graduation,BLR,Android,Karnataka,Southern,12.977063,77.587106,110,679,0,0,465,0,257,14,90,492,783,258,187,20
895,25,Mumbai,Sabbatical,Yes,Male,Graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,76,0,0,0,378,0,687,197,56,973,0,176,182,20
896,24,Kochi,Working professional,No,Female,Graduation,COK,Android,Kerala,Southern,9.947743,76.253802,70,480,0,0,659,0,390,50,50,300,0,459,180,20
897,24,Kolkata,Student,Yes,Male,Graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,80,570,0,0,0,0,533,270,60,420,0,840,150,20
898,24,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,120,400,0,0,570,0,370,35,100,250,0,400,150,20
899,24,Mumbai,Student,No,Female,Post graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,60,675,0,985,290,540,456,21,40,525,420,120,150,20
900,19,Delhi,Student,No,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,90,634,0,855,275,406,657,9,70,498,287,119,136,20
901,28,Patna,Working professional,No,Female,Graduation,PAT,Android,Bihar,Eastern,25.615379,85.101027,45,240,0,754,381,850,0,96,25,106,623,227,134,20
902,16,Delhi,Student,No,Male,High School,DEL,Android,Delhi,Northern,28.651952,77.231495,95,581,0,0,245,789,289,15,75,456,689,100,125,20
903,25,Delhi,Student,Yes,Female,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,20,420,0,0,0,0,0,278,0,300,0,0,120,20
904,25,Mumbai,Working professional,No,Female,Graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,55,420,0,0,740,0,430,262,35,300,0,600,120,20
905,28,Jaipur,Student,No,Male,Post graduation,JAI,Android,Rajasthan,Northern,26.913312,75.787872,140,0,0,0,500,0,297,6,120,900,0,360,120,20
906,24,Delhi,Working professional,Yes,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,59,210,544,329,215,275,500,48,39,90,200,75,120,20
907,24,Kolkata,Working professional,No,Male,Graduation,Ccu,iOs,West Bengal,Eastern,22.562627,88.363044,140,240,0,0,190,0,500,26,120,120,0,50,120,20
908,20,Mumbai,Student,No,Female,Graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,40,460,860,650,210,360,600,95,20,350,280,80,110,20
909,25,Pune,Working professional,Yes,Male,Graduation,PNQ,Android,Maharashtra,Western,18.513271,73.849852,200,0,0,0,210,570,510,145,180,960,480,90,100,20
910,20,Pune,Student,No,Female,Graduation,PNQ,iOs,Maharashtra,Western,18.513271,73.849852,20,240,0,0,0,0,583,45,0,150,0,900,90,20
911,27,Delhi,Sabbatical,No,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,40,180,865,710,155,645,790,150,20,90,600,45,90,20
912,21,Delhi,Student,Yes,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,120,380,780,600,180,280,131,61,100,300,200,80,80,20
913,28,Chandigarh,Sabbatical,Yes,Male,Post graduation,IXC,Android,Chandigarh,Northern,30.736292,76.788398,150,260,830,620,210,420,900,160,130,190,300,120,70,20
914,22,Baroda,Working professional,No,Male,Graduation,BDQ,Android,Gujarat,Western,22.3072,73.1812,43,209,375,255,120,123,136,1,23,147,85,38,62,20
915,26,Pune,Student,No,Male,Post graduation,PNQ,Android,Maharashtra,Western,18.513271,73.849852,60,133,0,835,528,0,540,14,40,75,720,450,58,20
916,24,Delhi,Working professional,No,Male,Graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,80,260,0,812,278,750,126,29,60,202,550,200,58,20
917,25,Kolkata,Working professional,No,Male,Graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,70,170,0,770,320,850,220,85,50,120,600,250,50,20
918,25,Bengaluru,Working professional,No,Male,Graduation,BLR,Android,Karnataka,Southern,12.977063,77.587106,87,333,708,585,123,288,329,31,67,286,232,56,47,20
919,25,Bengaluru,Working professional,No,Male,Graduation,BLR,Android,Karnataka,Southern,12.977063,77.587106,87,333,708,585,123,288,329,31,67,286,232,56,47,20
920,25,Mumbai,Student,Yes,Male,Post graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,44,225,0,0,0,0,0,205,24,180,0,0,45,20
921,23,Mumbai,Working professional,No,Male,Graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,30,105,735,310,425,600,45,15,10,60,240,360,45,20
922,21,Lucknow,Student,No,Male,Graduation,LKO,iOs,Uttar Pradesh,Northern,26.839281,80.923133,95,165,758,545,213,498,198,7,75,120,350,148,45,20
923,26,Chennai,Working professional,No,Male,Graduation,MAA,Android,Tamil Nadu,Southern,13.084622,80.248357,120,120,0,0,560,0,200,20,100,80,0,500,40,20
925,30,Mumbai,Working professional,No,Female,Post graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,30,50,840,390,450,760,678,105,10,20,360,400,30,20
926,29,Bengaluru,Working professional,No,Male,Post graduation,BLR,iOs,Karnataka,Southern,12.977063,77.587106,100,210,480,430,50,170,412,16,80,180,170,0,30,20
927,21,Ahmedabad,Student,Yes,Male,Graduation,AMD,Android,Gujarat,Western,23.025793,72.587265,80,141,605,480,125,384,600,125,60,120,300,84,21,20
928,24,Kolkata,Working professional,No,Male,Post graduation,Ccu,Android,West Bengal,Eastern,22.562627,88.363044,260,220,0,0,540,0,240,90,240,200,0,500,20,20
929,50,Kochi,Working professional,No,Male,High School,COK,Android,Kerala,Southern,9.947743,76.253802,40,50,360,260,100,270,157,0,20,30,210,60,20,20
930,29,Ahmedabad,Working professional,No,Male,Post graduation,AMD,iOs,Gujarat,Western,23.025793,72.587265,60,35,215,155,60,120,334,53,40,15,100,20,20,20
931,51,Chandigarh,Working professional,No,Female,Post graduation,IXC,Android,Chandigarh,Northern,30.736292,76.788398,139,90,0,860,197,828,129,119,119,79,662,166,11,20
932,45,Mumbai,Working professional,No,Male,Post graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,30,30,165,90,75,105,25,5,10,20,60,45,10,20
933,47,Ahmedabad,Working professional,No,Male,Graduation,AMD,iOs,Gujarat,Western,23.025793,72.587265,20,0,260,120,140,240,145,2,0,0,120,120,0,20
934,36,Ahmedabad,Working professional,No,Male,Graduation,AMD,iOs,Gujarat,Western,23.025793,72.587265,20,0,280,200,80,260,113,2,0,0,200,60,0,20
936,25,Delhi,Working professional,No,Male,Post graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,95,0,275,225,50,180,0,0,75,0,150,30,0,20
937,28,Mumbai,Working professional,No,Female,Post graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,50,45,155,120,35,60,0,0,30,45,45,15,0,20
938,22,Chennai,Working professional,Yes,Female,Graduation,MAA,Android,Tamil Nadu,Southern,13.084622,80.248357,65,0,0,0,459,320,0,170,46,840,240,80,360,19
939,20,Mumbai,Student,No,Male,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,73,0,0,0,520,893,364,10,54,812,670,223,278,19
940,21,Lucknow,Working professional,No,Male,Graduation,LKO,Android,Uttar Pradesh,Northern,26.839281,80.923133,66,636,0,0,688,0,491,38,47,439,868,472,197,19
941,25,Delhi,Working professional,No,Male,Graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,56,383,773,399,374,334,964,733,37,186,176,158,197,19
942,22,Delhi,Working professional,No,Female,Graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,45,160,0,0,255,0,0,169,26,0,0,76,160,19
944,23,Mumbai,Working professional,Yes,Female,Graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,50,103,327,164,163,174,159,155,31,56,77,97,47,19
945,24,Patna,Sabbatical,No,Male,Graduation,PAT,Android,Bihar,Eastern,25.615379,85.101027,41,833,0,554,741,421,178,45,23,321,210,211,512,18
946,22,Mumbai,Student,Yes,Male,Post graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,144,931,0,0,759,0,456,108,126,717,0,527,214,18
948,23,Surat,Student,No,Male,Graduation,STV,Android,Gujarat,Western,21.195944,72.830232,78,270,0,0,438,0,918,23,60,210,900,360,60,18
949,35,Delhi,Working professional,No,Female,Post graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,47,303,0,0,145,826,285,17,29,274,728,98,29,18
950,44,Bengaluru,Working professional,No,Male,Post graduation,BLR,iOs,Karnataka,Southern,12.977063,77.587106,96,77,766,432,334,593,136,23,78,56,298,295,21,18
951,22,Indore,Working professional,No,Male,Graduation,Idr,Android,Madhya Pradesh,Central,22.717736,75.85859,57,0,195,137,58,138,0,150,39,0,98,40,0,18
953,27,Nagpur,Working professional,No,Male,Graduation,NAG,iOs,MAHARASHTRA,Western,21.1458004,79.0881546,68,0,0,0,443,221,211,11,51,921,179,42,384,17
954,24,Kochi,Sabbatical,Yes,Male,Post graduation,COK,Android,Kerala,Southern,9.947743,76.253802,60,766,0,0,492,967,0,255,43,399,859,108,367,17
955,36,Delhi,Working professional,Yes,Female,Post graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,46,553,0,722,482,605,0,865,29,264,429,176,289,17
956,18,Mumbai,Student,No,Male,High School,BOM,Android,Maharashtra,Western,18.987807,72.836447,40,464,928,739,189,424,511,3,23,374,342,82,90,17
957,24,Delhi,Student,No,Female,Post graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,29,62,521,282,239,430,0,157,12,20,250,180,42,17
958,24,Bhubaneshwar,Working professional,No,Male,Graduation,BBI,iOs,Odisha,Eastern,20.272411,85.833853,88,241,806,644,162,477,423,91,71,208,365,112,33,17
959,27,Mumbai,Working professional,No,Male,Graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,78,0,0,0,607,260,0,20,62,900,231,29,562,16
960,48,Bengaluru,Working professional,No,Female,Graduation,BLR,iOs,Karnataka,Southern,12.977063,77.587106,330,931,0,0,938,0,314,172,314,395,0,386,536,16
961,25,Surat,Working professional,No,Male,Graduation,STV,iOs,Gujarat,Western,21.195944,72.830232,42,680,0,0,686,0,0,261,26,470,0,460,210,16
962,23,Mumbai,Student,No,Female,Post graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,72,624,0,0,400,0,497,84,56,486,0,246,138,16
963,34,Ahmedabad,Working professional,No,Male,Post graduation,AMD,iOs,Gujarat,Western,23.025793,72.587265,83,258,862,735,127,521,347,29,67,210,458,63,48,16
964,28,Bagdogra,Working professional,No,Male,Post graduation,IXB,iOs,West Bengal,Eastern,26.6986,88.3117,81,261,0,857,188,703,351,48,65,214,578,125,47,16
965,22,Ahmedabad,Student,No,Female,Graduation,AMD,iOs,Gujarat,Western,23.025793,72.587265,74,507,0,0,402,0,946,167,58,468,0,347,39,16
966,20,Jaipur,Student,No,Female,Graduation,JAI,Android,Rajasthan,Northern,26.913312,75.787872,45,0,0,0,711,357,857,152,30,0,259,98,598,15
967,25,Delhi,Working professional,No,Male,Post graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,45,0,0,0,675,0,780,56,30,750,765,300,360,15
968,22,Chennai,Student,Yes,Female,Post graduation,MAA,Android,Tamil Nadu,Southern,13.084622,80.248357,55,0,0,0,655,0,920,170,40,840,0,360,280,15
969,21,Kolkata,Student,Yes,Female,Graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,49,637,0,0,557,0,0,99,34,411,0,316,226,15
970,31,Delhi,Working professional,No,Male,Post graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,165,670,0,0,475,0,589,80,150,450,0,240,220,15
971,21,Kolkata,Student,No,Female,Post graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,15,687,0,0,852,0,554,85,0,469,900,619,218,15
972,25,Delhi,Working professional,Yes,Female,Graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,65,0,0,0,417,882,0,678,50,0,695,187,215,15
973,27,Bengaluru,Working professional,Yes,Female,Graduation,BLR,iOs,Karnataka,Southern,12.977063,77.587106,47,673,0,0,530,0,340,78,32,481,808,323,192,15
974,24,Mumbai,Student,No,Male,Graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,75,810,0,0,0,0,397,106,60,630,0,0,180,15
975,24,Mumbai,Working professional,No,Male,Graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,45,540,0,840,695,950,588,34,30,360,450,500,180,15
976,22,Mumbai,Student,No,Female,Graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,35,330,575,305,270,210,391,63,20,180,105,105,150,15
977,23,Ahmedabad,Student,Yes,Female,Post graduation,AMD,Android,Gujarat,Western,23.025793,72.587265,245,0,0,0,488,0,0,68,230,0,0,345,128,15
978,26,Bengaluru,Working professional,No,Female,Graduation,BLR,Android,Karnataka,Southern,12.977063,77.587106,43,147,425,197,228,235,143,53,28,54,115,120,93,15
979,22,Pune,Working professional,No,Female,Graduation,PNQ,Android,Maharashtra,Western,18.513271,73.849852,45,165,770,595,175,560,472,120,30,75,490,70,90,15
980,26,Bengaluru,Working professional,Yes,Male,Post graduation,BLR,iOs,Karnataka,Southern,12.977063,77.587106,55,586,0,848,165,372,435,16,40,496,312,60,90,15
981,26,Lucknow,Student,Yes,Male,Graduation,LKO,iOs,Uttar Pradesh,Northern,26.839281,80.923133,105,240,885,630,255,540,700,80,90,180,360,180,60,15
982,28,Delhi,Working professional,Yes,Female,Post graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,115,350,0,900,265,700,200,8,100,300,500,200,50,15
983,22,Bagdogra,Student,Yes,Female,Post graduation,IXB,iOs,West Bengal,Eastern,26.6986,88.3117,64,243,0,0,555,0,463,101,49,206,0,503,37,15
984,45,Chandigarh,Working professional,No,Male,Graduation,IXC,iOs,Chandigarh,Northern,30.736292,76.788398,65,70,0,0,225,0,56,0,50,60,0,200,10,15
985,24,Kolkata,Working professional,Yes,Female,Graduation,CCU,iOs,West Bengal,Eastern,22.562627,88.363044,35,40,0,850,175,950,150,58,20,30,800,150,10,15
986,42,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,85,0,265,215,50,180,0,0,70,0,145,35,0,15
987,25,Kolkata,Working professional,No,Male,Graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,85,250,600,570,30,265,104,11,70,250,250,15,0,15
988,27,Delhi,Working professional,No,Female,Post graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,249,0,0,888,977,390,279,127,235,466,187,203,760,14
989,21,Kolkata,Student,No,Female,High School,CCU,Android,West Bengal,Eastern,22.562627,88.363044,62,0,0,0,523,0,350,22,48,740,957,160,349,14
991,21,Delhi,Student,No,Female,Graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,79,678,0,0,515,0,651,128,65,452,0,275,226,14
992,18,Mumbai,Student,Yes,Female,Graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,101,0,0,0,422,0,235,81,87,872,819,235,173,14
993,25,Lucknow,Working professional,No,Male,Graduation,LKO,Android,Uttar Pradesh,Northern,26.839281,80.923133,65,542,0,0,355,0,368,12,51,407,981,206,135,14
994,22,Delhi,Working professional,No,Male,Graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,238,966,0,0,102,277,452,110,224,896,259,18,70,14
995,23,Chennai,Working professional,No,Male,Graduation,MAA,iOs,Tamil Nadu,Southern,13.084622,80.248357,62,472,817,675,142,283,600,80,48,407,220,63,65,14
996,20,Bagdogra,Student,No,Male,High School,IXB,iOs,West Bengal,Eastern,26.6986,88.3117,118,413,0,0,148,656,523,86,104,357,578,78,56,14
997,25,Patna,Student,No,Male,Post graduation,pat,Android,Bihar,Eastern,25.615379,85.101027,34,0,534,447,87,500,78,22,20,0,427,73,0,14
998,23,Surat,Student,Yes,Male,Post graduation,STV,iOs,Gujarat,Western,21.195944,72.830232,32,720,0,0,973,0,0,212,19,480,0,720,240,13
999,23,Mumbai,Working professional,No,Female,Graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,59,631,0,0,412,985,552,129,46,429,788,197,202,13
1000,40,Indore,Sabbatical,No,Female,Graduation,IDR,Android,Madhya Pradesh,Central,22.717736,75.85859,0,0,650,500,150,650,0,0,0,0,500,150,0,0
1001,24,Patna,Sabbatical,No,Female,Graduation,PAT,Android,Bihar,Eastern,25.615379,85.101027,24,562,0,749,340,503,173,36,24,378,347,156,184,0
1002,51,Kolkata,Sabbatical,No,Female,Graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,0,0,796,683,113,796,0,0,0,0,683,113,0,0
1003,21,Delhi,Sabbatical,No,Female,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,29,502,0,0,231,0,0,26,22,376,0,98,126,7
1004,22,Delhi,Sabbatical,No,Female,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,0,270,900,600,300,630,678,156,0,150,450,180,120,0
1005,23,Delhi,Sabbatical,No,Female,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,0,480,0,0,540,0,245,55,0,420,0,480,60,0
1006,24,Delhi,Sabbatical,No,Female,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,0,0,0,0,609,0,424,200,0,0,994,229,380,0
1007,46,Delhi,Sabbatical,No,Female,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,31,161,579,468,111,387,56,0,21,126,321,66,35,10
1008,48,DehraDun,Sabbatical,No,Female,Graduation,DED,Android,Uttarakhand,Northern,30.324427,78.033922,0,0,730,600,130,730,0,0,0,0,600,130,0,0
1009,36,Bengaluru,Sabbatical,No,Female,Graduation,BLR,Android,Karnataka,Southern,12.977063,77.587106,0,0,0,349,673,0,0,0,0,0,349,673,0,0
